,freq,citizen,sex,unit,age,asyl_app,geo,year,applications
336,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,UK,2016,39735.0
337,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,AT,2016,39875.0
338,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,BE,2016,14250.0
339,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,BG,2016,18990.0
340,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CH,2016,25825.0
341,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CY,2016,2840.0
342,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CZ,2016,1200.0
343,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,DE,2016,722270.0
344,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,DK,2016,6055.0
345,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,EE,2016,150.0
346,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,EL,2016,49875.0
347,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,ES,2016,15570.0
349,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,FI,2016,5275.0
350,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,FR,2016,76790.0
351,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,HR,2016,2150.0
352,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,HU,2016,28215.0
353,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IE,2016,2235.0
354,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IS,2016,1100.0
355,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IT,2016,121185.0
356,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LI,2016,75.0
357,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LT,2016,415.0
358,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LU,2016,2065.0
359,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LV,2016,345.0
360,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,ME,2016,
361,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,MT,2016,1735.0
362,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,NL,2016,19285.0
363,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,NO,2016,3245.0
364,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,PL,2016,9780.0
365,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,PT,2016,710.0
366,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,RO,2016,1855.0
367,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SE,2016,22335.0
368,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SI,2016,1265.0
369,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SK,2016,100.0
370,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,UK,2016,39240.0
371,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,AT,2016,
372,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,BE,2016,
373,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,BG,2016,
374,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,CH,2016,
375,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,CY,2016,
376,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,CZ,2016,
377,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,DE,2016,
378,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,DK,2016,
379,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,EE,2016,
380,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,EL,2016,
381,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,ES,2016,
383,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,FI,2016,
384,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,FR,2016,
385,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,HR,2016,
386,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,HU,2016,
387,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,IE,2016,
388,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,IS,2016,
389,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,IT,2016,
390,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LI,2016,
391,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LT,2016,
392,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LU,2016,
393,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LV,2016,
394,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,ME,2016,
395,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,MT,2016,
396,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,NL,2016,
397,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,NO,2016,
398,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,PL,2016,
399,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,PT,2016,
400,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,RO,2016,
401,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,SE,2016,
402,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,SI,2016,
403,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,SK,2016,
404,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,AT,2017,24715.0
405,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,BE,2017,18340.0
406,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,BG,2017,3695.0
407,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,CH,2017,18015.0
408,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,CY,2017,4600.0
409,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,CZ,2017,1445.0
410,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,DE,2017,222565.0
411,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,DK,2017,3220.0
412,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,EE,2017,190.0
413,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,EL,2017,58650.0
414,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,ES,2017,36610.0
416,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,FI,2017,4995.0
417,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,FR,2017,99330.0
418,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,HR,2017,975.0
419,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,HU,2017,3390.0
420,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,IE,2017,2930.0
421,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,IS,2017,1085.0
422,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,IT,2017,128850.0
423,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LI,2017,150.0
424,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LT,2017,545.0
425,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LU,2017,2430.0
426,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LV,2017,355.0
427,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,ME,2017,
428,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,MT,2017,1840.0
429,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,NL,2017,18210.0
430,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,NO,2017,3520.0
431,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,PL,2017,5045.0
432,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,PT,2017,1750.0
433,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,RO,2017,4815.0
434,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,SE,2017,26330.0
435,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,SI,2017,1475.0
436,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,SK,2017,160.0
437,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,UK,2017,34780.0
438,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,AT,2017,22455.0
439,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,BE,2017,14035.0
440,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,BG,2017,3470.0
441,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CH,2017,16615.0
442,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CY,2017,4475.0
443,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CZ,2017,1140.0
444,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,DE,2017,198255.0
445,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,DK,2017,3125.0
446,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,EE,2017,180.0
447,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,EL,2017,56940.0
448,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,ES,2017,33035.0
450,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,FI,2017,4330.0
451,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,FR,2017,91965.0
452,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,HR,2017,880.0
453,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,HU,2017,3115.0
454,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IE,2017,2910.0
455,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IS,2017,1065.0
456,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IT,2017,126550.0
457,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LI,2017,145.0
458,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LT,2017,520.0
459,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LU,2017,2320.0
460,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LV,2017,355.0
461,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,ME,2017,
462,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,MT,2017,1610.0
463,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,NL,2017,16090.0
464,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,NO,2017,3350.0
465,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,PL,2017,3005.0
466,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,PT,2017,1015.0
467,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,RO,2017,4700.0
468,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SE,2017,22190.0
469,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SI,2017,1435.0
470,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SK,2017,150.0
471,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,UK,2017,34355.0
472,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,AT,2017,
473,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,BE,2017,
474,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,BG,2017,
475,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,CH,2017,
476,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,CY,2017,
477,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,CZ,2017,
478,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,DE,2017,
479,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,DK,2017,
480,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,EE,2017,
481,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,EL,2017,
482,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,ES,2017,
484,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,FI,2017,
485,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,FR,2017,
486,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,HR,2017,
487,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,HU,2017,
488,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,IE,2017,
489,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,IS,2017,
490,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,IT,2017,
491,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LI,2017,
492,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LT,2017,
493,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LU,2017,
494,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LV,2017,
495,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,ME,2017,
496,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,MT,2017,
497,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,NL,2017,
498,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,NO,2017,
499,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,PL,2017,
500,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,PT,2017,
501,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,RO,2017,
502,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,SE,2017,
503,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,SI,2017,
504,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,SK,2017,
505,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,AT,2018,13710.0
506,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,BE,2018,22530.0
507,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,BG,2018,2535.0
508,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,CH,2018,15160.0
509,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,CY,2018,7765.0
510,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,CZ,2018,1690.0
511,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,DE,2018,184180.0
512,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,DK,2018,3570.0
513,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,EE,2018,95.0
514,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,EL,2018,66965.0
515,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,ES,2018,54050.0
517,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,FI,2018,4500.0
518,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,FR,2018,137665.0
519,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,HR,2018,800.0
520,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,HU,2018,670.0
521,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,IE,2018,3670.0
522,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,IS,2018,775.0
523,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,IT,2018,59950.0
524,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LI,2018,165.0
525,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LT,2018,405.0
526,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LU,2018,2335.0
527,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LV,2018,185.0
528,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,ME,2018,3100.0
529,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,MT,2018,2130.0
530,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,NL,2018,24025.0
531,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,NO,2018,2660.0
532,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,PL,2018,4110.0
533,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,PT,2018,1285.0
534,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,RO,2018,2135.0
535,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,SE,2018,28605.0
536,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,SI,2018,2875.0
537,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,SK,2018,175.0
538,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,UK,2018,38840.0
539,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,AT,2018,11580.0
540,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,BE,2018,18130.0
541,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,BG,2018,2465.0
542,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CH,2018,13465.0
543,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CY,2018,7610.0
544,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CZ,2018,1350.0
545,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,DE,2018,161885.0
546,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,DK,2018,3465.0
547,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,EE,2018,90.0
548,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,EL,2018,64975.0
549,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,ES,2018,52730.0
551,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,FI,2018,2950.0
552,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,FR,2018,126580.0
553,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,HR,2018,675.0
554,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,HU,2018,635.0
555,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IE,2018,3655.0
556,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IS,2018,730.0
557,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IT,2018,53440.0
558,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LI,2018,145.0
559,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LT,2018,385.0
560,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LU,2018,2225.0
561,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LV,2018,175.0
562,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,ME,2018,3100.0
563,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,MT,2018,2035.0
564,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,NL,2018,20465.0
565,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,NO,2018,2530.0
566,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,PL,2018,2405.0
567,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,PT,2018,1240.0
568,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,RO,2018,1945.0
569,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SE,2018,18635.0
570,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SI,2018,2800.0
571,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SK,2018,155.0
572,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,UK,2018,38400.0
573,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,AT,2018,
574,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,BE,2018,
575,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,BG,2018,
576,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,CH,2018,
577,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,CY,2018,
578,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,CZ,2018,
579,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,DE,2018,
580,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,DK,2018,
581,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,EE,2018,
582,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,EL,2018,
583,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,ES,2018,
585,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,FI,2018,
586,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,FR,2018,
587,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,HR,2018,
588,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,HU,2018,
589,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,IE,2018,
590,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,IS,2018,
591,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,IT,2018,
592,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LI,2018,
593,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LT,2018,
594,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LU,2018,
595,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LV,2018,
596,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,ME,2018,
597,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,MT,2018,
598,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,NL,2018,
599,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,NO,2018,
600,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,PL,2018,
601,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,PT,2018,
602,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,RO,2018,
603,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,SE,2018,
604,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,SI,2018,
605,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,SK,2018,
606,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,AT,2019,12860.0
607,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,BE,2019,27460.0
608,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,BG,2019,2150.0
609,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,CH,2019,14195.0
610,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,CY,2019,13650.0
611,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,CZ,2019,1915.0
612,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,DE,2019,165615.0
613,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,DK,2019,2700.0
614,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,EE,2019,105.0
615,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,EL,2019,77275.0
616,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,ES,2019,117800.0
618,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,FI,2019,4520.0
619,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,FR,2019,151070.0
620,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,HR,2019,1400.0
621,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,HU,2019,500.0
622,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,IE,2019,4780.0
623,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,IS,2019,845.0
624,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,IT,2019,43770.0
625,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LI,2019,50.0
626,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LT,2019,645.0
627,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LU,2019,2270.0
628,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LV,2019,195.0
629,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,ME,2019,1920.0
630,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,MT,2019,4090.0
631,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,NL,2019,25200.0
632,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,NO,2019,2265.0
633,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,PL,2019,4070.0
634,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,PT,2019,1820.0
635,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,RO,2019,2590.0
636,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,SE,2019,30325.0
637,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,SI,2019,3820.0
638,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,SK,2019,230.0
639,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,UK,2019,46055.0
640,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,AT,2019,10985.0
641,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,BE,2019,23105.0
642,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,BG,2019,2075.0
643,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CH,2019,12545.0
644,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CY,2019,12695.0
645,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CZ,2019,1570.0
646,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,DE,2019,142450.0
647,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,DK,2019,2605.0
648,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,EE,2019,100.0
649,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,EL,2019,74910.0
650,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,ES,2019,115175.0
652,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,FI,2019,2445.0
653,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,FR,2019,138290.0
654,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,HR,2019,1265.0
655,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,HU,2019,465.0
656,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IE,2019,4740.0
657,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IS,2019,805.0
658,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IT,2019,35005.0
659,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LI,2019,40.0
660,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LT,2019,625.0
661,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LU,2019,2200.0
662,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LV,2019,180.0
663,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,ME,2019,1920.0
664,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,MT,2019,4015.0
665,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,NL,2019,22485.0
666,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,NO,2019,2165.0
667,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,PL,2019,2765.0
668,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,PT,2019,1735.0
669,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,RO,2019,2455.0
670,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SE,2019,20770.0
671,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SI,2019,3615.0
672,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SK,2019,215.0
673,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,UK,2019,44250.0
674,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,AT,2019,
