,freq,citizen,sex,unit,age,asyl_app,geo,year,applications
1013,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,CH,2023,30110.0
1014,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,CY,2023,11910.0
1015,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,CZ,2023,1405.0
1016,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,DE,2023,351510.0
1017,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,DK,2023,2455.0
1018,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,EE,2023,3985.0
1019,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,EL,2023,64225.0
1020,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,ES,2023,162420.0
1022,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,FI,2023,5335.0
1023,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,FR,2023,166940.0
1024,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,HR,2023,1750.0
1025,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,HU,2023,30.0
1026,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,IE,2023,13275.0
1027,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,IS,2023,4155.0
1028,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,IT,2023,135820.0
1029,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LI,2023,80.0
1030,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LT,2023,575.0
1031,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LU,2023,2685.0
1032,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LV,2023,1700.0
1033,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,ME,2023,145.0
1034,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,MT,2023,855.0
1035,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,NL,2023,39710.0
1036,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,NO,2023,5350.0
1037,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,PL,2023,9475.0
1038,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,PT,2023,2695.0
1039,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,RO,2023,10095.0
1040,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,SE,2023,17010.0
1041,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,SI,2023,7260.0
1042,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,SK,2023,410.0
1043,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,UK,2023,
1044,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,AT,2023,56135.0
1045,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,BE,2023,29260.0
1046,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,BG,2023,22390.0
1047,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CH,2023,26820.0
1048,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CY,2023,11660.0
1049,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CZ,2023,1130.0
1050,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,DE,2023,329035.0
1051,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,DK,2023,2355.0
1052,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,EE,2023,3980.0
1053,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,EL,2023,57895.0
1054,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,ES,2023,160460.0
1056,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,FI,2023,4450.0
1057,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,FR,2023,145055.0
1058,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,HR,2023,1635.0
1059,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,HU,2023,30.0
1060,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IE,2023,13220.0
1061,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IS,2023,4120.0
1062,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IT,2023,130565.0
1063,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LI,2023,70.0
1064,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LT,2023,510.0
1065,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LU,2023,2615.0
1066,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LV,2023,1625.0
1067,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,ME,2023,145.0
1068,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,MT,2023,490.0
1069,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,NL,2023,38320.0
1070,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,NO,2023,5135.0
1071,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,PL,2023,7720.0
1072,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,PT,2023,2600.0
1073,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,RO,2023,9875.0
1074,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SE,2023,8945.0
1075,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SI,2023,7185.0
1076,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SK,2023,370.0
1077,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,UK,2023,
1078,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,AT,2023,3075.0
1079,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,BE,2023,5900.0
1080,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,BG,2023,115.0
1081,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,CH,2023,3320.0
1082,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,CY,2023,
1083,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,CZ,2023,275.0
1084,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,DE,2023,22640.0
1085,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,DK,2023,
1086,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,EE,2023,5.0
1087,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,EL,2023,6325.0
1088,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,ES,2023,1965.0
1090,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,FI,2023,860.0
1091,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,FR,2023,21885.0
1092,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,HR,2023,115.0
1093,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,HU,2023,5.0
1094,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,IE,2023,50.0
1095,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,IS,2023,20.0
1096,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,IT,2023,5255.0
1097,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LI,2023,0.0
1098,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LT,2023,65.0
1099,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LU,2023,70.0
1100,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LV,2023,75.0
1101,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,ME,2023,0.0
1102,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,MT,2023,75.0
1103,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,NL,2023,1390.0
1104,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,NO,2023,50.0
1105,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,PL,2023,1755.0
1106,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,PT,2023,30.0
1107,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,RO,2023,220.0
1108,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,SE,2023,3935.0
1109,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,SI,2023,45.0
1110,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,SK,2023,15.0
1111,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,AT,2024,24915.0
1112,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,BE,2024,39510.0
1113,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,BG,2024,12260.0
1114,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,CH,2024,27615.0
1115,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,CY,2024,9185.0
1116,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,CZ,2024,1355.0
1117,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,DE,2024,250550.0
1118,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,DK,2024,2280.0
1119,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,EE,2024,1355.0
1120,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,EL,2024,73680.0
1121,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,ES,2024,166145.0
1123,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,FI,2024,2915.0
1124,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,FR,2024,157850.0
1125,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,HR,2024,1115.0
1126,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,HU,2024,30.0
1127,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,IE,2024,18565.0
1128,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,IS,2024,1925.0
1129,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,IT,2024,158605.0
1130,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LI,2024,85.0
1131,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LT,2024,360.0
1132,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LU,2024,2205.0
1133,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,LV,2024,1040.0
1134,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,ME,2024,130.0
1135,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,MT,2024,725.0
1136,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,NL,2024,33435.0
1137,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,NO,2024,4940.0
1138,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,PL,2024,16775.0
1139,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,PT,2024,2655.0
1140,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,RO,2024,2400.0
1141,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,SE,2024,11110.0
1142,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,SI,2024,5635.0
1143,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,SK,2024,150.0
1144,A,EXT_EU27_2020,T,PER,TOTAL,ASY_APP,UK,2024,
1145,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,AT,2024,21810.0
1146,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,BE,2024,33050.0
1147,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,BG,2024,12130.0
1148,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CH,2024,22670.0
1149,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CY,2024,6750.0
1150,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,CZ,2024,1025.0
1151,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,DE,2024,229695.0
1152,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,DK,2024,2180.0
1153,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,EE,2024,1330.0
1154,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,EL,2024,68995.0
1155,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,ES,2024,164010.0
1157,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,FI,2024,2260.0
1158,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,FR,2024,130860.0
1159,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,HR,2024,1000.0
1160,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,HU,2024,25.0
1161,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IE,2024,18435.0
1162,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IS,2024,1860.0
1163,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,IT,2024,151120.0
1164,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LI,2024,75.0
1165,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LT,2024,295.0
1166,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LU,2024,2125.0
1167,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,LV,2024,800.0
1168,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,ME,2024,125.0
1169,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,MT,2024,440.0
1170,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,NL,2024,31925.0
1171,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,NO,2024,4800.0
1172,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,PL,2024,14445.0
1173,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,PT,2024,
1174,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,RO,2024,2265.0
1175,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SE,2024,6755.0
1176,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SI,2024,5465.0
1177,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,SK,2024,135.0
1178,A,EXT_EU27_2020,T,PER,TOTAL,NASY_APP,UK,2024,
1179,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,AT,2024,3105.0
1180,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,BE,2024,6460.0
1181,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,BG,2024,120.0
1182,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,CH,2024,4985.0
1183,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,CY,2024,1895.0
1184,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,CZ,2024,330.0
1185,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,DE,2024,21005.0
1186,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,DK,2024,
1187,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,EE,2024,25.0
1188,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,EL,2024,4690.0
1189,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,ES,2024,2140.0
1191,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,FI,2024,560.0
1192,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,FR,2024,26990.0
1193,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,HR,2024,115.0
1194,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,HU,2024,0.0
1195,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,IE,2024,125.0
1196,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,IS,2024,50.0
1197,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,IT,2024,7485.0
1198,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LI,2024,0.0
1199,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LT,2024,65.0
1200,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LU,2024,75.0
1201,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,LV,2024,240.0
1202,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,ME,2024,0.0
1203,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,MT,2024,60.0
1204,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,NL,2024,1510.0
1205,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,NO,2024,40.0
1206,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,PL,2024,2450.0
1207,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,PT,2024,15.0
1208,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,RO,2024,135.0
1209,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,SE,2024,3705.0
1210,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,SI,2024,65.0
1211,A,EXT_EU27_2020,T,PER,TOTAL,SSEQ,SK,2024,10.0
